date,symbol,name,sector,open,high,low,close,volume_usd,market_cap_usd,fear_greed_index,sentiment,rsi_14,return_1d_pct,return_7d_pct,return_30d_pct,macro_event
2025-07-24,ADA,Cardano,Layer-1,4.705641,4.765737,4.725413,4.74486,1920331830.38,163615853629.23,46,Neutral,90.0,-0.5359,-9.849,-48.4494,
2025-07-25,ADA,Cardano,Layer-1,4.627776,4.53359,4.447049,4.462058,1307899666.78,153864061903.81,9,Extreme Fear,90.0,-5.9602,-10.5867,-47.7734,
2025-07-26,ADA,Cardano,Layer-1,4.11185,4.362712,4.183903,4.224961,1716085388.37,145688326335.5,29,Fear,90.0,-5.3136,-13.817,-51.0606,
2025-07-27,ADA,Cardano,Layer-1,3.949259,4.047418,3.8355,3.968816,498631139.19,136855728857.4,21,Fear,90.0,-6.0627,-16.9105,-55.0943,
2025-07-28,ADA,Cardano,Layer-1,4.000735,4.140772,4.061116,4.124708,1541866643.99,142231326599.35,75,Greed,90.0,3.9279,-9.676,-51.927,
2025-07-29,ADA,Cardano,Layer-1,4.058381,4.325222,3.983588,4.067349,779381518.46,140253428391.85,41,Neutral,90.0,-1.3906,-18.0523,-51.6185,
2025-07-30,ADA,Cardano,Layer-1,3.967877,3.939184,3.846067,3.930681,1023564090.92,135540738057.98,35,Fear,85.3,-3.3601,-17.6031,-52.405,
2025-07-31,ADA,Cardano,Layer-1,3.990451,4.087524,3.900049,3.965474,1476572176.25,136740488370.94,53,Neutral,90.0,0.8852,-16.4259,-46.6843,
2025-08-01,ADA,Cardano,Layer-1,4.074996,4.041237,4.00756,4.014847,1083056853.08,138443009245.57,54,Neutral,90.0,1.2451,-10.0225,-45.7595,
2025-08-02,ADA,Cardano,Layer-1,3.935592,4.021456,3.910349,3.977212,1121319530.83,137145244061.33,51,Neutral,90.0,-0.9374,-5.8639,-43.7637,
2025-08-03,ADA,Cardano,Layer-1,3.939692,4.024427,3.874351,3.932836,551194122.5,135615026325.52,41,Neutral,90.0,-1.1158,-0.9066,-42.985,
2025-08-04,ADA,Cardano,Layer-1,3.878702,3.958542,3.769951,3.805905,1749406935.24,131238091709.92,35,Fear,90.0,-3.2275,-7.7291,-38.2753,
2025-08-05,ADA,Cardano,Layer-1,3.724095,3.84142,3.717104,3.740414,362513666.8,128979805304.04,53,Neutral,90.0,-1.7208,-8.038,-39.9536,Macro Uncertainty / Rate Hike Fear
2025-08-06,ADA,Cardano,Layer-1,3.568896,3.603213,3.29651,3.525133,2150422092.65,121556314507.26,29,Fear,88.39,-5.7555,-10.3175,-44.2191,
2025-08-07,ADA,Cardano,Layer-1,3.338981,3.329637,3.257182,3.308818,571883390.78,114097188181.32,39,Fear,90.0,-6.1364,-16.5593,-49.732,
2025-08-08,ADA,Cardano,Layer-1,3.281029,3.278028,3.120262,3.238575,1729335486.56,111675010008.75,36,Fear,90.0,-2.1229,-19.335,-46.3832,
2025-08-09,ADA,Cardano,Layer-1,3.210035,3.286065,3.053093,3.15611,1333467415.27,108831389025.61,40,Neutral,90.0,-2.5463,-20.6452,-44.1066,
2025-08-10,ADA,Cardano,Layer-1,3.014517,3.073776,2.978794,3.042107,1310904288.37,104900249604.84,37,Fear,90.0,-3.6121,-22.6485,-43.6134,
2025-08-11,ADA,Cardano,Layer-1,2.788707,2.808209,2.722744,2.776261,407861972.0,95733128434.4,18,Extreme Fear,90.0,-8.7389,-27.0539,-48.352,
2025-08-12,ADA,Cardano,Layer-1,2.621041,2.681088,2.559275,2.599825,1858731956.77,89649141626.43,7,Extreme Fear,78.75,-6.3552,-30.4937,-48.6782,
2025-08-13,ADA,Cardano,Layer-1,2.800104,2.783505,2.728805,2.749104,1123557019.07,94796696478.55,72,Greed,90.0,5.7419,-22.0142,-43.1306,
2025-08-14,ADA,Cardano,Layer-1,2.855135,2.89712,2.881033,2.882953,922327032.44,99412177600.37,69,Greed,90.0,4.8688,-12.8706,-42.0534,
2025-08-15,ADA,Cardano,Layer-1,2.742899,2.89746,2.834606,2.849174,542529273.94,98247376675.25,37,Fear,90.0,-1.1717,-12.0238,-42.4964,
2025-08-16,ADA,Cardano,Layer-1,2.899689,2.987648,2.984446,2.984926,267569402.24,102928492377.76,62,Greed,90.0,4.7646,-5.4239,-43.2872,
2025-08-17,ADA,Cardano,Layer-1,3.135507,3.157356,2.985605,3.069838,284586767.95,105856467896.08,65,Greed,90.0,2.8447,0.9116,-38.4848,
2025-08-18,ADA,Cardano,Layer-1,3.122007,3.151048,3.088921,3.113028,1455272812.15,107345807177.1,66,Greed,90.0,1.4069,12.1303,-36.4988,
2025-08-19,ADA,Cardano,Layer-1,3.079438,3.181995,2.817036,3.04354,1088594971.82,104949658941.59,31,Fear,89.11,-2.2322,17.0671,-36.2817,
2025-08-20,ADA,Cardano,Layer-1,2.783279,2.861745,2.805088,2.842155,2347447892.66,98005334318.72,24,Fear,90.0,-6.6168,3.3848,-37.7617,
2025-08-21,ADA,Cardano,Layer-1,2.8278,2.839112,2.816965,2.824206,2126077764.63,97386426135.15,61,Greed,90.0,-0.6315,-2.0377,-43.0988,
2025-08-22,ADA,Cardano,Layer-1,2.814405,2.907048,2.726398,2.798711,608543868.28,96507276092.73,30,Fear,85.59,-0.9027,-1.7711,-41.332,
2025-08-23,ADA,Cardano,Layer-1,2.850476,3.218627,2.656804,2.854024,1679727629.41,98414636302.26,58,Neutral,90.0,1.9764,-4.3854,-39.8502,
2025-08-24,ADA,Cardano,Layer-1,2.86537,2.974245,2.854546,2.91433,1172754497.76,100494151092.9,57,Neutral,90.0,2.113,-5.0656,-34.6864,
2025-08-25,ADA,Cardano,Layer-1,2.853865,2.835148,2.757224,2.826928,2065855530.42,97480281395.94,31,Fear,90.0,-2.999,-9.1904,-33.0898,
2025-08-26,ADA,Cardano,Layer-1,2.858111,2.87823,2.765002,2.792965,265676863.73,96309141166.06,52,Neutral,90.0,-1.2014,-8.233,-29.6272,
2025-08-27,ADA,Cardano,Layer-1,2.738778,2.942101,2.680528,2.767901,2228011590.71,95444870799.18,52,Neutral,84.64,-0.8974,-2.6126,-32.8946,
2025-08-28,ADA,Cardano,Layer-1,2.85323,2.952611,2.82046,2.853164,418273143.41,98384970080.27,54,Neutral,71.61,3.0804,1.0253,-29.852,
2025-08-29,ADA,Cardano,Layer-1,3.114673,3.184089,3.033555,3.122227,1186707613.38,107662995964.47,100,Extreme Greed,74.72,9.4303,11.5595,-20.5678,
2025-08-30,ADA,Cardano,Layer-1,3.139596,3.511721,2.91582,3.078937,957475646.6,106170236951.45,44,Neutral,90.0,-1.3865,7.8805,-22.3564,
2025-08-31,ADA,Cardano,Layer-1,3.023408,3.085306,2.916576,3.036145,1566667912.5,104694666499.77,50,Neutral,90.0,-1.3898,4.1799,-24.3771,
2025-09-01,ADA,Cardano,Layer-1,3.23764,3.280505,3.150831,3.226032,1717469864.26,111242494669.21,91,Extreme Greed,90.0,6.2542,14.1179,-18.8871,
2025-09-02,ADA,Cardano,Layer-1,3.344354,3.358358,3.149964,3.311583,2615069113.94,114192526164.12,52,Neutral,90.0,2.6519,18.5687,-15.7966,Ethereum ETF Net Inflows Record
2025-09-03,ADA,Cardano,Layer-1,3.568334,3.75879,3.364836,3.543551,404184570.79,122191416400.69,71,Greed,90.0,7.0047,28.023,-6.8933,
2025-09-04,ADA,Cardano,Layer-1,3.781464,3.802478,3.771094,3.797591,2173194368.3,130951430221.17,65,Greed,90.0,7.1691,33.1011,1.5286,
2025-09-05,ADA,Cardano,Layer-1,4.002438,4.319096,3.802045,3.916214,1028009695.6,135041862270.34,65,Greed,90.0,3.1236,25.4302,11.0941,
2025-09-06,ADA,Cardano,Layer-1,4.046897,4.084273,3.956554,3.957846,933383676.63,136477431891.05,51,Neutral,88.58,1.0631,28.5458,19.6151,
2025-09-07,ADA,Cardano,Layer-1,3.805652,3.91445,3.800435,3.837967,472657839.99,132343700599.26,32,Fear,90.0,-3.0289,26.4092,18.5079,
2025-09-08,ADA,Cardano,Layer-1,4.183824,4.222442,4.129132,4.212395,2343855891.02,145255007174.28,89,Extreme Greed,90.0,9.7559,30.5751,33.4679,
2025-09-09,ADA,Cardano,Layer-1,4.31344,4.28856,4.213185,4.251445,323715231.84,146601563986.42,56,Neutral,90.0,0.927,28.381,39.7533,
2025-09-10,ADA,Cardano,Layer-1,4.576414,4.756912,4.514336,4.610897,266781632.28,158996440122.44,91,Extreme Greed,90.0,8.4548,30.1208,66.083,
2025-09-11,ADA,Cardano,Layer-1,4.862993,4.966656,4.693591,4.85232,613448910.11,167321368484.77,83,Extreme Greed,90.0,5.2359,27.7736,86.6402,
2025-09-12,ADA,Cardano,Layer-1,5.057007,5.132882,4.907024,5.039766,242688135.37,173785049026.04,58,Neutral,90.0,3.863,28.6898,83.324,
2025-09-13,ADA,Cardano,Layer-1,5.278025,5.286591,5.142385,5.258895,1571709621.89,181341215081.96,83,Extreme Greed,90.0,4.348,32.8727,82.4135,
2025-09-14,ADA,Cardano,Layer-1,5.344469,5.215577,4.940419,5.205621,1497645298.14,179504178624.01,50,Neutral,90.0,-1.013,35.6348,82.7063,
2025-09-15,ADA,Cardano,Layer-1,5.325743,5.445898,4.980252,5.412783,896438443.42,186647675646.92,79,Greed,90.0,3.9796,28.4966,81.3372,
2025-09-16,ADA,Cardano,Layer-1,5.429097,5.314515,4.887625,5.268252,2185237285.69,181663878080.72,28,Fear,90.0,-2.6702,23.9167,71.6134,
2025-09-17,ADA,Cardano,Layer-1,5.097824,5.116789,4.994384,5.102474,1913798412.36,175947379996.3,41,Neutral,90.0,-3.1467,10.6612,63.9071,
2025-09-18,ADA,Cardano,Layer-1,5.26767,5.324277,5.108266,5.237945,2299168330.35,180618784812.06,63,Greed,90.0,2.655,7.9472,72.1004,
2025-09-19,ADA,Cardano,Layer-1,5.118018,5.178211,4.833797,5.027267,1591159432.06,173354051249.68,27,Fear,90.0,-4.0221,-0.248,76.8823,
2025-09-20,ADA,Cardano,Layer-1,5.438832,5.490525,5.355867,5.364349,1304972315.71,184977566634.25,84,Extreme Greed,90.0,6.7051,2.0053,89.9418,End-of-Q3 Institutional Rebalance
2025-09-21,ADA,Cardano,Layer-1,5.061123,5.113915,4.86278,5.014663,583861527.55,172919416610.78,27,Fear,90.0,-6.5187,-3.6683,79.1776,
2025-09-22,ADA,Cardano,Layer-1,5.538946,5.579388,5.372354,5.40863,1940158230.11,186504496879.4,77,Greed,90.0,7.8563,-0.0767,89.5089,
2025-09-23,ADA,Cardano,Layer-1,5.540221,5.70089,5.475954,5.582701,770530575.34,192506929058.65,54,Neutral,90.0,3.2184,5.9687,91.5603,
2025-09-24,ADA,Cardano,Layer-1,5.409133,5.739246,5.09524,5.465467,1029584746.55,188464390523.06,43,Neutral,90.0,-2.0999,7.1141,93.3359,
2025-09-25,ADA,Cardano,Layer-1,5.285865,5.260324,5.225083,5.225526,457315279.54,180190546386.11,38,Fear,90.0,-4.3901,-0.2371,87.096,
2025-09-26,ADA,Cardano,Layer-1,5.202249,5.217835,4.774267,5.21143,1478909836.0,179704495269.93,44,Neutral,90.0,-0.2697,3.6633,88.2809,
2025-09-27,ADA,Cardano,Layer-1,4.940263,5.01165,4.932072,4.942456,280781858.56,170429514098.15,38,Fear,90.0,-5.1612,-7.8648,73.2272,
2025-09-28,ADA,Cardano,Layer-1,5.094465,5.339401,5.007315,5.056932,209542911.82,174376950501.38,63,Greed,90.0,2.3162,0.8429,61.9655,
2025-09-29,ADA,Cardano,Layer-1,5.102809,5.673878,4.929851,5.051896,1645703611.47,174203301749.53,48,Neutral,90.0,-0.0996,-6.5957,64.0792,
2025-09-30,ADA,Cardano,Layer-1,4.954541,5.278456,4.318103,4.874305,2394262486.43,168079481702.75,29,Fear,90.0,-3.5153,-12.6891,60.5425,
2025-10-01,ADA,Cardano,Layer-1,4.967704,5.015431,4.900358,4.906412,769430818.83,169186630219.64,63,Greed,90.0,0.6587,-10.2289,52.0881,
2025-10-02,ADA,Cardano,Layer-1,4.813246,4.981982,4.848729,4.88316,1775419607.45,168384837173.6,57,Neutral,90.0,-0.4739,-6.5518,47.457,
2025-10-03,ADA,Cardano,Layer-1,5.238864,5.159163,5.110649,5.140586,1082548978.0,177261572742.02,69,Greed,90.0,5.2717,-1.3594,45.0688,
2025-10-04,ADA,Cardano,Layer-1,5.022872,5.369444,5.048209,5.120953,1470132174.71,176584592106.71,35,Fear,90.0,-0.3819,3.6115,34.8474,
2025-10-05,ADA,Cardano,Layer-1,5.432892,5.492626,5.028461,5.448581,2604226962.34,187882114559.89,70,Greed,90.0,6.3978,7.7448,39.1288,Bitcoin Dominance Hits 62%
2025-10-06,ADA,Cardano,Layer-1,5.714107,5.977008,5.215832,5.636438,954329694.42,194359919996.46,59,Neutral,90.0,3.4478,11.5707,42.4118,
2025-10-07,ADA,Cardano,Layer-1,5.880376,6.341272,5.681046,5.787537,1082763168.36,199570234926.63,57,Neutral,90.0,2.6808,18.7356,50.7969,
2025-10-08,ADA,Cardano,Layer-1,5.827441,5.919199,5.882449,5.910554,2252215758.8,203812210828.02,59,Neutral,90.0,2.1256,20.4659,40.3134,
2025-10-09,ADA,Cardano,Layer-1,6.264435,6.193044,6.170196,6.189791,623697926.07,213441057232.48,77,Greed,90.0,4.7244,26.7579,45.5926,
2025-10-10,ADA,Cardano,Layer-1,6.123981,6.546077,6.109676,6.30959,401208139.25,217572054385.02,48,Neutral,90.0,1.9354,22.7407,36.8408,
2025-10-11,ADA,Cardano,Layer-1,6.449036,6.57405,6.4256,6.490288,2295687974.7,223803043191.58,55,Neutral,90.0,2.8639,26.7398,33.7564,
2025-10-12,ADA,Cardano,Layer-1,6.793211,7.071298,6.928434,6.97706,2114465982.59,240588286282.8,87,Extreme Greed,90.0,7.5,28.0528,38.4402,
2025-10-13,ADA,Cardano,Layer-1,7.366732,7.494873,7.369898,7.37805,731314131.92,254415513202.12,72,Greed,90.0,5.7473,30.8992,40.2966,
2025-10-14,ADA,Cardano,Layer-1,7.77346,7.927192,7.61253,7.70298,1677972300.03,265620007979.53,61,Greed,90.0,4.404,33.096,47.9743,
2025-10-15,ADA,Cardano,Layer-1,7.928946,8.307042,7.638435,7.95511,1120910627.98,274314131476.61,70,Greed,90.0,3.2731,34.5916,46.969,
2025-10-16,ADA,Cardano,Layer-1,8.147847,8.438436,8.010963,8.055662,1397893017.77,277781453114.2,53,Neutral,90.0,1.264,30.1443,52.9096,
2025-10-17,ADA,Cardano,Layer-1,8.08927,8.050425,8.018856,8.030626,1161655343.68,276918130630.32,53,Neutral,90.0,-0.3108,27.2765,57.3869,
2025-10-18,ADA,Cardano,Layer-1,8.502406,8.598784,8.269673,8.443277,1077806417.2,291147499079.46,74,Greed,90.0,5.1385,30.0909,61.1945,
2025-10-19,ADA,Cardano,Layer-1,8.147252,9.062513,7.563398,8.245619,395214565.81,284331690978.07,32,Fear,90.0,-2.341,18.1819,64.0179,
2025-10-20,ADA,Cardano,Layer-1,8.342001,8.620697,8.252388,8.448783,200988075.59,291337344356.99,64,Greed,90.0,2.4639,14.5124,57.4987,
2025-10-21,ADA,Cardano,Layer-1,8.616468,9.498767,8.583143,8.687617,1790672327.36,299572996630.15,63,Greed,90.0,2.8268,12.7825,73.2443,
2025-10-22,ADA,Cardano,Layer-1,8.715226,9.836802,8.670877,8.843069,2061328216.4,304933401558.25,60,Greed,90.0,1.7893,11.1621,63.4992,
2025-10-23,ADA,Cardano,Layer-1,8.189197,8.567932,7.957003,8.359011,1017710723.65,288241751223.67,13,Extreme Fear,90.0,-5.4739,3.7657,49.7306,
2025-10-24,ADA,Cardano,Layer-1,8.631763,8.438744,8.397938,8.412849,2111293742.3,290098257022.04,57,Neutral,90.0,0.6441,4.7596,53.9274,
2025-10-25,ADA,Cardano,Layer-1,8.10528,8.413939,8.124971,8.201513,1120306035.12,282810794604.52,37,Fear,90.0,-2.5121,-2.8634,56.951,
2025-10-26,ADA,Cardano,Layer-1,8.240199,8.599084,7.93519,8.273386,827043524.67,285289164221.28,59,Neutral,90.0,0.8763,0.3367,58.7546,
2025-10-27,ADA,Cardano,Layer-1,8.132161,8.320346,7.998657,8.141578,711590839.89,280744075770.76,50,Neutral,90.0,-1.5932,-3.6361,64.7274,
2025-10-28,ADA,Cardano,Layer-1,8.490249,8.486805,7.955069,8.310349,1057653046.07,286563757192.53,47,Neutral,90.0,2.0729,-4.3426,64.3358,
2025-10-29,ADA,Cardano,Layer-1,8.950728,8.829932,8.635959,8.752758,1798469722.56,301819232985.98,84,Extreme Greed,90.0,5.3236,-1.0213,73.2569,
2025-10-30,ADA,Cardano,Layer-1,8.995561,9.286535,8.717576,8.788684,1357622019.87,303058082970.04,68,Greed,90.0,0.4105,5.1402,80.3064,
2025-10-31,ADA,Cardano,Layer-1,8.867447,9.396772,8.664231,8.804622,1356167962.62,303607666595.18,50,Neutral,90.0,0.1813,4.6568,79.4513,
2025-11-01,ADA,Cardano,Layer-1,9.365677,9.256965,8.961179,9.178904,778557904.76,316513923807.14,59,Neutral,90.0,4.251,11.9172,87.9706,
2025-11-02,ADA,Cardano,Layer-1,9.698477,9.783109,9.510989,9.706169,1443531427.18,334695480145.83,69,Greed,90.0,5.7443,17.318,88.8145,
2025-11-03,ADA,Cardano,Layer-1,10.015288,10.408055,10.078201,10.158184,220285469.06,350282198905.7,72,Greed,90.0,4.657,24.7692,98.3651,
2025-11-04,ADA,Cardano,Layer-1,10.462792,10.86258,10.428946,10.537934,488046296.33,363377042954.46,78,Greed,90.0,3.7384,26.805,93.4069,
2025-11-05,ADA,Cardano,Layer-1,9.821285,9.850633,9.800169,9.814411,1465033029.97,338427956445.71,17,Extreme Fear,90.0,-6.8659,12.1294,74.1244,
2025-11-06,ADA,Cardano,Layer-1,9.422616,9.637323,9.089687,9.368774,1237413342.53,323061178400.66,26,Fear,90.0,-4.5406,6.6004,61.8784,
2025-11-07,ADA,Cardano,Layer-1,9.081335,9.211299,8.937693,9.161776,1293623617.55,315923303742.68,32,Fear,90.0,-2.2094,4.0564,55.0071,
2025-11-08,ADA,Cardano,Layer-1,10.069233,10.007736,9.741809,9.808567,1366348325.15,338226438706.08,78,Greed,90.0,7.0597,6.8599,58.4636,Post-Election Market Rally
2025-11-09,ADA,Cardano,Layer-1,10.785002,10.637438,10.301923,10.486855,814933193.33,361615692584.64,77,Greed,90.0,6.9153,8.0432,66.205,
2025-11-10,ADA,Cardano,Layer-1,10.349692,10.449627,10.021455,10.310154,1741208635.78,355522548575.46,43,Neutral,90.0,-1.685,1.496,58.8551,
2025-11-11,ADA,Cardano,Layer-1,11.13246,11.779986,10.221824,11.241691,2130878116.35,387644533074.4,92,Extreme Greed,90.0,9.0351,6.6783,61.1236,
2025-11-12,ADA,Cardano,Layer-1,11.439424,11.691276,10.832879,11.629534,1576655885.28,401018417289.36,63,Greed,90.0,3.45,18.4945,57.6234,
2025-11-13,ADA,Cardano,Layer-1,12.402071,12.96341,12.036085,12.408371,598081037.33,427874854683.29,79,Greed,90.0,6.6971,32.4439,61.0853,
2025-11-14,ADA,Cardano,Layer-1,12.68044,13.758475,11.993353,12.806445,1076711668.67,441601554412.3,69,Greed,90.0,3.2081,39.7813,60.9839,
2025-11-15,ADA,Cardano,Layer-1,13.367716,13.517591,13.278544,13.284733,1897478986.83,458094255581.77,66,Greed,90.0,3.7347,35.4401,64.9118,
2025-11-16,ADA,Cardano,Layer-1,12.795955,12.930706,12.555551,12.758983,2003581939.58,439964921795.08,48,Neutral,90.0,-3.9576,21.6664,58.8791,
2025-11-17,ADA,Cardano,Layer-1,13.565977,13.391683,13.090191,13.312934,2315476972.27,459066684127.37,58,Neutral,90.0,4.3417,29.1245,57.675,
2025-11-18,ADA,Cardano,Layer-1,13.914104,13.970058,13.738121,13.806562,320741118.59,476088336710.69,72,Greed,90.0,3.7079,22.8157,67.4412,
2025-11-19,ADA,Cardano,Layer-1,14.477921,14.687324,13.832188,14.138056,546560074.58,487519187629.91,58,Neutral,90.0,2.401,21.5703,67.3384,
2025-11-20,ADA,Cardano,Layer-1,14.699662,14.721557,14.492509,14.558022,1006470657.71,502000764083.04,60,Greed,90.0,2.9705,17.3242,67.5721,
2025-11-21,ADA,Cardano,Layer-1,15.991723,15.465405,15.345838,15.371287,1519829293.67,530044378638.45,84,Extreme Greed,90.0,5.5864,20.0277,73.823,
2025-11-22,ADA,Cardano,Layer-1,15.685562,16.278898,15.545272,15.796246,3518505519.86,544698134375.24,75,Greed,90.0,2.7646,18.9053,88.9727,BTC Crosses 130K
2025-11-23,ADA,Cardano,Layer-1,16.806402,17.704216,16.622052,16.762596,1686868841.08,578020546472.27,75,Greed,90.0,6.1176,31.3788,99.2499,
2025-11-24,ADA,Cardano,Layer-1,17.46389,18.721142,16.489579,17.118484,554028359.34,590292547671.93,62,Greed,90.0,2.1231,28.5854,108.7235,
2025-11-25,ADA,Cardano,Layer-1,18.365168,18.713508,17.119034,18.155753,2300689734.97,626060463615.03,80,Extreme Greed,90.0,6.0594,31.5009,119.4477,
2025-11-26,ADA,Cardano,Layer-1,19.552993,20.626779,18.544379,19.451308,2172918124.81,670734754464.38,69,Greed,90.0,7.1358,37.5812,138.9132,
2025-11-27,ADA,Cardano,Layer-1,20.556406,21.430331,19.913863,20.814042,221991154.9,717725600662.97,85,Extreme Greed,90.0,7.0059,42.973,150.4593,
2025-11-28,ADA,Cardano,Layer-1,21.359764,22.740583,21.703157,22.062997,1340307459.89,760792984791.67,63,Greed,90.0,6.0005,43.5338,152.0691,
2025-11-29,ADA,Cardano,Layer-1,23.070131,22.728379,22.001173,22.585823,2358005569.4,778821488443.31,71,Greed,90.0,2.3697,42.9822,156.9875,
2025-11-30,ADA,Cardano,Layer-1,22.651633,22.676612,21.721989,22.597045,868512539.4,779208447970.08,55,Neutral,90.0,0.0497,34.8064,156.6498,
2025-12-01,ADA,Cardano,Layer-1,24.817731,27.407805,23.6432,25.290476,1642348357.2,872085388198.77,95,Extreme Greed,90.0,11.9194,47.7378,175.5283,
2025-12-02,ADA,Cardano,Layer-1,24.997068,25.435303,24.258828,25.158899,1511028488.53,867548257945.41,37,Fear,90.0,-0.5203,38.5726,159.2053,
2025-12-03,ADA,Cardano,Layer-1,23.416502,23.909563,23.520442,23.632892,2219533541.51,814927308584.21,18,Extreme Fear,90.0,-6.0655,21.4977,132.6488,
2025-12-04,ADA,Cardano,Layer-1,24.872698,25.173706,24.862744,25.041631,818901692.98,863504512977.37,73,Greed,90.0,5.9609,20.3112,137.6332,
2025-12-05,ADA,Cardano,Layer-1,27.047345,28.003573,25.700724,26.553201,1504817810.74,915627617634.92,79,Greed,90.0,6.0362,20.3517,170.5532,Year-End Bull Run
2025-12-06,ADA,Cardano,Layer-1,27.470685,28.904433,25.35446,27.548703,722047148.3,949955281919.2,64,Greed,90.0,3.7491,21.9734,194.0481,
2025-12-07,ADA,Cardano,Layer-1,30.01187,30.452458,28.849311,29.395221,1360825518.57,1013628316242.01,70,Greed,90.0,6.7027,30.0844,220.8463,
2025-12-08,ADA,Cardano,Layer-1,30.630523,31.041054,30.637179,30.805749,2086929398.48,1062267203157.19,66,Greed,90.0,4.7985,21.8077,214.0698,
2025-12-09,ADA,Cardano,Layer-1,30.872889,31.97032,30.90532,31.517447,1482354730.96,1086808515199.6,49,Neutral,90.0,2.3103,25.2736,200.5424,
2025-12-10,ADA,Cardano,Layer-1,34.139355,34.297099,32.945509,34.122569,904160031.89,1176640298673.55,81,Extreme Greed,90.0,8.2656,44.3859,230.9608,
2025-12-11,ADA,Cardano,Layer-1,39.492242,40.960004,37.265442,38.422653,621501012.14,1324919067706.39,100,Extreme Greed,90.0,12.6019,53.4351,241.7871,
2025-12-12,ADA,Cardano,Layer-1,40.702623,40.400863,39.085884,39.913459,1190760927.79,1376326169402.55,73,Greed,90.0,3.88,50.3151,243.2077,
2025-12-13,ADA,Cardano,Layer-1,42.106042,44.908885,41.360627,42.72396,2023951718.68,1473240012827.91,72,Greed,90.0,7.0415,55.0852,244.3156,
2025-12-14,ADA,Cardano,Layer-1,41.937523,42.202287,41.702825,41.923713,1744311534.94,1445645265843.49,45,Neutral,90.0,-1.8731,42.6208,227.3642,
2025-12-15,ADA,Cardano,Layer-1,44.665667,44.677409,44.210125,44.435796,1855774511.37,1532268822404.72,65,Greed,90.0,5.992,44.2451,234.4877,
2025-12-16,ADA,Cardano,Layer-1,46.284395,45.87277,45.632276,45.750801,2301660183.39,1577613840899.0,55,Neutral,90.0,2.9593,45.1602,258.5772,
2025-12-17,ADA,Cardano,Layer-1,45.854726,46.622832,43.317086,46.539974,1960670706.67,1604826696100.6,52,Neutral,90.0,1.7249,36.3906,249.5847,
2025-12-18,ADA,Cardano,Layer-1,45.650825,47.656367,42.192145,46.547084,1002583934.3,1605071863312.45,46,Neutral,90.0,0.0153,21.1449,237.1374,
2025-12-19,ADA,Cardano,Layer-1,48.452857,52.153222,47.604282,48.017461,205302809.02,1655774518932.75,58,Neutral,90.0,3.1589,20.3039,239.6327,
2025-12-20,ADA,Cardano,Layer-1,49.608084,50.572238,48.07592,49.70928,482710741.95,1714113109829.44,64,Greed,90.0,3.5233,16.3499,241.4563,
2025-12-21,ADA,Cardano,Layer-1,51.848142,52.854349,51.3814,51.866332,990196809.94,1788494206203.86,70,Greed,90.0,4.3393,23.716,237.4235,
2025-12-22,ADA,Cardano,Layer-1,53.269126,55.649244,52.752666,54.755322,429500313.68,1888114546767.53,88,Extreme Greed,90.0,5.5701,23.2235,246.635,
2025-12-23,ADA,Cardano,Layer-1,51.360429,52.101619,51.048613,52.076349,2249495520.78,1795736184690.87,29,Fear,90.0,-4.8926,13.8261,210.67,
2025-12-24,ADA,Cardano,Layer-1,52.405039,52.813725,51.914834,52.172969,1438098962.44,1799067892922.76,37,Fear,90.0,0.1855,12.1036,204.7756,Christmas Profit Taking
2025-12-25,ADA,Cardano,Layer-1,49.703856,50.428527,49.69673,50.03083,1757472787.73,1725201040097.35,33,Fear,90.0,-4.1058,7.4843,175.5646,
2025-12-26,ADA,Cardano,Layer-1,50.032735,49.455635,48.688401,49.429648,2233607025.36,1704470630786.45,40,Neutral,90.0,-1.2016,2.941,154.1199,
2025-12-27,ADA,Cardano,Layer-1,49.319327,51.629304,47.776489,49.116424,913389903.68,1693669778207.98,49,Neutral,90.0,-0.6337,-1.1926,135.9773,
2025-12-28,ADA,Cardano,Layer-1,44.665994,46.141203,42.152533,44.381162,246995055.74,1530384908212.67,9,Extreme Fear,90.0,-9.6409,-14.4317,101.1565,
2025-12-29,ADA,Cardano,Layer-1,42.197598,45.056448,39.872014,42.167773,598506379.44,1454061148003.75,29,Fear,90.0,-4.9872,-22.9887,86.7002,
2025-12-30,ADA,Cardano,Layer-1,42.754659,43.49408,42.662763,42.720459,696077915.46,1473119274441.67,63,Greed,90.0,1.3107,-17.9657,89.0533,
2025-12-31,ADA,Cardano,Layer-1,40.427634,42.321738,40.776503,41.49652,1718393564.37,1430914473716.6,30,Fear,90.0,-2.865,-20.4636,64.0796,
2025-01-01,AVAX,Avalanche,Layer-1,41.752538,43.212661,40.094255,42.0,552629307.75,18000000000.0,61,Greed,59.1,0.0,0.0,0.0,
2025-01-02,AVAX,Avalanche,Layer-1,45.091768,48.364238,42.982869,44.193434,837761891.49,18940043330.91,72,Greed,77.92,5.2225,0.0,0.0,
2025-01-03,AVAX,Avalanche,Layer-1,42.046223,43.469325,42.146399,43.096601,1853235709.57,18469972049.77,37,Fear,78.46,-2.4819,0.0,0.0,
2025-01-04,AVAX,Avalanche,Layer-1,43.70193,46.298176,41.2234,43.996835,186435258.83,18855786322.63,64,Greed,74.94,2.0889,0.0,0.0,
